EMPID,STATUS,TITLE,DEPARTMENT,FUNCTION,DIVISION,UNION_STATUS,EMPLOYMENT_CATEGORY,AGE,GENERATION,PAY_SCALE_GROUP,GENDER,ETHNIC_ORIGIN,ACTION_REASON,LAST_PERFORMANCE_RATING,LAST_POTENTIAL_RATING,EMPLOYEE_PAY_FREQUENCY,EMPLOYEE_PAY_BASIS,MANAGER_ID,ACTION_TYPE
17298,Active,Operator,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3940,
17305,Active,Laborer,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,No Rating,No Rating,Weekly,Hourly,S3977,
17312,Active,Laborer,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1925,
17319,Active,Account Executive,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Exceeds,Not assigned,Bi-Weekly,Daily,S343,
17326,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Daily,S98,
17333,Terminated,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3893,Voluntary Separation
17340,Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,,Too New,Not assigned,Monthly,Salary,S4397,
17347,Active,Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2338,
17354,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S742,
17361,Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1455,
17368,Terminated,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2663,Voluntary Separation
17375,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Group W,Male,W,,No Rating,No Rating,Weekly,Hourly,S3672,
17382,Active,Technician,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3909,
17389,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S643,
17396,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S23,
17403,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2295,
17410,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S290,
17417,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1703,
17424,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,44,Generation X,Seller,Male,B,,Too New,Not assigned,Weekly,Hourly,S3655,
17431,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S249,
17438,Terminated,Manager,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,B,Resigned - Career Prospects,Successfully Meets Expectations,Emerging Talent,Monthly,Salary,S3319,Voluntary Separation
17445,Active,Mechanic,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S3180,
17452,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,44,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Daily,S380,
17459,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Daily,S531,
17466,Active,Vice President,HR,HR,Corporate,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,W,,Exceeds,Top Talent,Monthly,Salary,S4180,
17473,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,44,Generation X,Not Assigned,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S2245,
17480,Active,Installer,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1532,
17487,Active,Operator,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1508,
17494,Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,Resigned - Career Prospects,Too New,Not assigned,Bi-Weekly,Daily,S352,Voluntary Separation
17501,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,H,,Does Not Meet,Not assigned,Bi-Weekly,Hourly,S390,
17508,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1338,
17515,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1030,
17522,Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S4631,
17529,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2200,
17536,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2965,
17543,Active,Technician,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3914,
17550,Active,Manager,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,A,,Meets & Exceeds,Not assigned,Semi-Mont,Salary,S4172,
17557,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Exceeds,Not assigned,Bi-Weekly,Hourly,S2622,
17564,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,44,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S87,
17571,Active,Manager,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,H,,Developing/Meets Some,Strong Contributor,Semi-Mont,Salary,S4139,
17578,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2600,
17585,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Exceeds,Not assigned,Bi-Weekly,Hourly,S337,
17592,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1397,
17599,Active,Administrative Assistant,HR,HR,Corporate,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1950,
17606,Active,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,W,,Exceeds,Not assigned,Bi-Weekly,Hourly,S2892,
17613,Active,Mechanic,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,44,Generation X,Not Assigned,Male,H,,No Rating,No Rating,Weekly,Hourly,S3306,
17620,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1939,
17627,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S634,
17634,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S34,
17641,Active,Planner,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2389,
17648,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Exceeds,Not assigned,Bi-Weekly,Hourly,S2809,
17655,Terminated,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5650,Voluntary Separation
17662,Terminated,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,43,Generation X,Group E,Male,H,Resigned - Career Prospects,No Rating,No Rating,Weekly,Hourly,S3622,Voluntary Separation
17669,Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,44,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S984,
17676,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3717,
17683,Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S4933,
17690,Terminated,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,Resigned - Working Conditions,Too New,Not assigned,Bi-Weekly,Daily,S611,Voluntary Separation
17697,Active,Forklift Driver,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,44,Generation X,Not Assigned,Male,H,,No Rating,No Rating,Weekly,Hourly,S3580,
17704,Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,44,Generation X,Not Assigned,Male,B,,No Rating,No Rating,Weekly,Hourly,S3323,
17711,Active,Manager,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Weekly,Hourly,S3932,
17718,Active,Account Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2196,
17725,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,H,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S215,
17732,Active,Supervisor,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S5422,
17739,Active,Mover,Operations-East,Operations,Product,Union,Regular Employee FT,44,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2159,
17746,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,X,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2789,
17753,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1398,
17760,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S632,
17767,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S88,
17774,Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,44,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2024,
17781,Active,Forklift Driver,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,B,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1985,
17788,Active,Installer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,44,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1236,
17795,Active,Account Executive,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Strong Contributor,Bi-Weekly,Daily,S218,
17802,Active,Customer Service Representative,HR,HR,Corporate,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2601,
17809,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S557,
17816,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,H,,Too New,Not assigned,Bi-Weekly,Daily,S234,
17823,Terminated,Labor,Support,Support,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Female,B,Resigned - Personal Reasons,No Rating,No Rating,Weekly,Hourly,S3606,Voluntary Separation
17830,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Successfully Meets Expectations,Placement Issue,Bi-Weekly,Daily,S377,
17837,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Developing/Meets Some,Not assigned,Bi-Weekly,Hourly,S3059,
17844,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2151,
17851,Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1943,
17858,Active,Supervisor,Operations-East,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Emerging Talent,Monthly,Salary,S5431,
17865,Active,Materials Handler,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3945,
17872,Active,Forklift Driver,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1519,
17879,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S107,
17886,Active,Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Monthly,Salary,S5430,
17893,Active,Supervisor,HR,HR,Corporate,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,W,,Meets & Exceeds,Top Talent,Monthly,Salary,S5323,
17900,Active,Human Resources Representative,HR,HR,Corporate,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,W,,Exceeds,Not assigned,Bi-Weekly,Salary,S2703,
17907,Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,44,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2466,
17914,Active,Laborer,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3943,
17921,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1634,
17928,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1724,
17935,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Meets & Exceeds,Not assigned,Bi-Weekly,Daily,S343,
17942,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Developing/Meets Some,Not assigned,Bi-Weekly,Daily,S538,
17949,Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Exceeds,Not assigned,Monthly,Salary,S5309,
17956,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,A,,Developing/Meets Some,Not assigned,Weekly,Hourly,S3765,
17963,Active,Analyst,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Female,U,,No Rating,No Rating,Bi-Weekly,Hourly,S3177,
17970,Terminated,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,Resigned - Personal Reasons,No Rating,No Rating,Bi-Weekly,Hourly,S1983,Voluntary Separation
17977,Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Semi-Mont,Salary,S4197,
17984,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Daily,S534,
17991,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1307,
17998,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S498,
18005,Active,Installer,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,44,Generation X,Group C,Male,H,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1927,
